"날짜","제품명","유형","고객문의","답변내용","담당자"
"2024-09-09","에코 센서 SE10","호환성","에코 센서 SE10은 스마트싱스 허브 없이도 스마트싱스 앱에 연결되나요?","아니요, 에코 센서 SE10은 저전력 블루투스(BLE) 방식이라 스마트싱스 앱과 직접 통신할 수 없습니다. 스마트싱스 앱에서 사용하시려면, 블루투스 기기를 연결해주는 '스마트싱스 허브' 또는 허브 기능이 내장된 최신 삼성 가전제품이 필요합니다.","정하은"
"2024-09-08","퀀텀 태블릿 Plus","기능/사용법","퀀텀 태블릿 Plus의 화면은 OLED인가요, LCD인가요?","퀀텀 태블릿 Plus는 미니 LED 백라이트 기술을 적용한 12.9인치 LCD 디스플레이를 탑재하고 있습니다. 이를 통해 1000개가 넘는 로컬 디밍 존을 구현하여, LCD의 단점인 명암비를 크게 개선하고 OLED에 버금가는 깊은 블랙과 밝은 HDR 표현이 가능합니다.","김민준"
"2024-09-08","고성능 노트북 Z4","AS/교환/환불","고성능 노트북 Z4의 키보드 일부 키가 작동하지 않습니다.","특정 키가 작동하지 않는다면, 먼저 키보드 청소용 에어 스프레이로 키캡 아래의 이물질을 제거해 보시기 바랍니다. 그래도 해결되지 않는다면 키보드 자체의 하드웨어 결함일 수 있습니다. 보증 기간(1년) 이내라면 무상으로 키보드 부품 교체 수리를 받으실 수 있습니다.","이서연"
"2024-09-07","하이퍼 카메라 Air4","호환성","하이퍼 카메라 Air4는 어떤 종류의 메모리 카드를 사용하나요?","하이퍼 카메라 Air4는 작고 빠른 CFexpress Type A 카드와, 범용성이 좋은 SD카드(UHS-II 지원)를 모두 사용할 수 있는 듀얼 슬롯을 채택하고 있습니다. 4K 고화질 영상 녹화 시에는 안정성을 위해 V90 등급 이상의 빠른 SD카드나 CFexpress 카드 사용을 권장합니다.","박도윤"
"2024-09-07","무선 플랫폼 Air","기능/사용법","무선 플랫폼 Air는 어떤 용도의 제품인가요?","무선 플랫폼 Air는 Wi-Fi를 기반으로 하는 소형 IoT 개발 보드입니다. ESP32 칩셋을 기반으로 하며, 다양한 센서와 액추에이터를 연결하여 스마트홈 기기, 환경 모니터링 시스템 등 나만의 IoT 프로젝트를 쉽고 빠르게 만들고 테스트해볼 수 있는 제품입니다.","최지우"
"2024-09-06","AI 키보드 Max","AS/교환/환불","AI 키보드 Max의 USB 케이블을 잃어버렸습니다. 아무 케이블이나 써도 되나요?","네, AI 키보드 Max는 표준 USB-C 타입을 사용하므로, 시중에서 판매되는 대부분의 데이터 전송이 가능한 USB-C to A 또는 C to C 케이블과 호환됩니다. 다만, 안정적인 연결과 충전을 위해 품질이 검증된 케이블 사용을 권장합니다.","정하은"
"2024-09-06","에코 메모리 Lite1","배송/결제","에코 메모리 Lite1을 주문했는데, 2개를 주문하면 듀얼 채널용으로 맞춰서 보내주시나요?","네, 고객님. 동일한 메모리를 2개 함께 주문하시면, 저희가 출고 시 가급적 동일한 생산 주차의 제품으로 구성하여 보내드리고 있습니다. 이를 통해 호환성 문제를 최소화하고 안정적인 듀얼 채널 성능을 보장해 드립니다.","김민준"
"2024-09-05","스마트 프로젝터 Z6","기능/사용법","스마트 프로젝터 Z6은 사운드 성능이 어떤가요? 블루투스 스피커 연결이 되나요?","스마트 프로젝터 Z6는 하만카돈이 튜닝한 5W급 스테레오 스피커를 내장하여, 자체 사운드만으로도 충분히 좋은 소리를 들려줍니다. 또한, 블루투스 5.0을 지원하여 더 나은 음질을 원하시면 외부 블루투스 스피커나 사운드바에 무선으로 음성을 출력할 수 있습니다.","이서연"
"2024-09-05","퓨처 가습기 Go10","AS/교환/환불","퓨처 가습기 Go10 수조를 닦다가 깨뜨렸습니다. 수조만 구매할 수 있나요?","네, 저희 공식 스토어의 '부품/액세서리' 카테고리에서 '퓨처 가습기 Go10 전용 수조'를 별도로 구매하실 수 있습니다. 파손에 주의해 주시기 바랍니다.","박도윤"
"2024-09-04","하이퍼 워치 Ultra","보안/기타","하이퍼 워치 Ultra는 긴급 구조 요청 기능이 있나요?","네, 있습니다. 전원 버튼을 5회 연속으로 누르거나, 심한 넘어짐이 감지된 후 사용자가 응답이 없으면, 워치가 자동으로 미리 지정된 긴급 연락처와 119에 구조 요청 메시지와 현재 위치 정보를 전송합니다. 등산이나 홀로 운동할 때 유용한 안전 기능입니다.","최지우"
"2024-09-04","기가 노트북 Air","기능/사용법","기가 노트북 Air는 키보드 백라이트를 지원하나요?","네, 기가 노트북 Air는 어두운 곳에서도 타이핑이 편리하도록 화이트 LED 키보드 백라이트를 지원합니다. Fn 키와 스페이스바 조합으로 백라이트를 켜거나 끄고, 밝기를 2단계로 조절할 수 있습니다.","정하은"
"2024-09-03","퀀텀 카메라 Pro","호환성","퀀텀 카메라 Pro에 외장 모니터를 연결할 수 있나요? HDMI 포트 사이즈가 궁금합니다.","네, 퀀텀 카메라 Pro는 외부 모니터 연결 및 영상 출력을 위해 마이크로 HDMI(Type-D) 포트를 탑재하고 있습니다. 일반 HDMI 케이블을 사용하시려면 '마이크로 HDMI to 표준 HDMI' 변환 케이블이나 어댑터가 필요합니다.","김민준"
"2024-09-03","기가 이어폰 Z7","기능/사용법","기가 이어폰 Z7은 액티브 노이즈 캔슬링(ANC) 기능이 있나요?","네, 있습니다. 기가 이어폰 Z7은 피드 포워드 및 피드백 마이크를 모두 사용하는 하이브리드 방식의 액티브 노이즈 캔슬링 기능을 탑재하여, 지하철 소음이나 카페 대화 소리 등 주변 소음을 효과적으로 차단하여 음악에 몰입할 수 있도록 도와줍니다.","이서연"
"2024-09-02","퀀텀 키보드 Pro5","AS/교환/환불","퀀텀 키보드 Pro5의 특정 키 스위치가 고장 났는데, 직접 교체할 수 있나요?","네, 퀀텀 키보드 Pro5는 핫스왑 기능을 지원하여 납땜 없이 스위치 교체가 가능합니다. 제품 구성품에 포함된 스위치 리무버를 이용해 고장 난 스위치를 제거하고, 저희가 판매하는 교체용 스위치나 동일한 규격(체리 MX 호환 3핀/5핀)의 스위치를 꽂아주시면 됩니다.","박도윤"
"2024-09-02","네오 노트북 Z4","기능/사용법","네오 노트북 Z4는 2-in-1 노트북인데, 펜이 기본으로 포함되어 있나요?","네, 네오 노트북 Z4 패키지에는 4096 레벨의 필압을 지원하는 '네오 스타일러스 펜'이 기본으로 포함되어 있습니다. 별도로 구매하실 필요 없이, 제품을 받으신 후 바로 필기와 드로잉을 시작할 수 있습니다.","최지우"
"2024-09-01","하이퍼 이어폰 Plus9","AS/교환/환불","하이퍼 이어폰 Plus9의 충전 케이스를 분실했습니다. 케이스만 구매할 수 있나요?","네, 저희 공식 서비스 센터를 통해 충전 케이스만 별도로 구매하실 수 있습니다. 새로 구매하신 케이스와 기존에 가지고 계신 이어폰 유닛을 함께 센터로 가져오시거나 보내주시면, 엔지니어가 페어링 및 펌웨어 동기화 작업을 진행해 드립니다.","정하은"
"2024-09-01","기가 플랫폼 Max","기능/사용법","기가 플랫폼 Max는 온프레미스(사내 서버 설치) 방식으로만 제공되나요? 클라우드 버전은 없나요?","기가 플랫폼 Max는 대규모 데이터 처리와 강력한 보안을 위해 고객사 내부 서버에 직접 설치하는 '온프레미스' 방식을 기본으로 합니다. 다만, 고객사의 요청에 따라 전용 클라우드 서버에 단독으로 구축해드리는 '프라이빗 클라우드' 형태의 서비스도 가능하니, 영업팀을 통해 상담받아보시기 바랍니다.","김민준"
"2024-08-31","퀀텀 카메라 X2","기능/사용법","퀀텀 카메라 X2는 360도 카메라인가요? 스티칭은 카메라 자체에서 처리되나요?","네, 퀀텀 카메라 X2는 전후면에 2개의 어안 렌즈를 탑재한 360도 카메라입니다. 촬영된 영상은 카메라 내부의 강력한 이미지 프로세서를 통해 실시간으로 스티칭(이어붙이기)되어, 별도의 편집 과정 없이 바로 360도 영상으로 확인할 수 있습니다.","김민준"
"2024-08-31","네오 메모리 Air5","호환성","네오 메모리 Air5를 제 노트북(LG 그램 2023년형)에 장착할 수 있나요?","네, 고객님. 네오 메모리 Air5는 DDR5 SO-DIMM 규격으로, 문의하신 LG 그램 2023년형 모델의 추가 메모리 슬롯에 완벽하게 호환됩니다. 장착 시 듀얼 채널 구성으로 더욱 향상된 성능을 경험하실 수 있습니다.","이서연"
"2024-08-30","퓨처 키보드 Z","AS/교환/환불","퓨처 키보드 Z의 특정 키가 계속 두 번씩 입력됩니다. (채터링 현상)","키 입력이 중복되는 채터링 현상은 스위치 내부의 접점 불량일 가능성이 높습니다. 저희 제품은 2년의 보증 기간을 제공하므로, 기간 이내라면 서비스센터를 통해 무상으로 스위치 교체 또는 제품 교환을 받으실 수 있습니다. 고객센터로 접수 부탁드립니다.","박도윤"
"2024-08-30","하이퍼 마우스 Plus","기능/사용법","하이퍼 마우스 Plus는 온보드 메모리가 있나요? 설정을 저장할 수 있나요?","네, 있습니다. 하이퍼 마우스 Plus는 온보드 메모리를 내장하고 있어, 전용 소프트웨어에서 설정한 DPI 값, 버튼 매핑, 매크로 등을 마우스 자체에 저장할 수 있습니다. 따라서 다른 PC에 연결하더라도 별도의 소프트웨어 설치 없이 저장된 설정을 그대로 사용할 수 있습니다.","최지우"
"2024-08-29","네오 허브 Go","기능/사용법","네오 허브 Go는 배터리가 내장되어 있나요? 정전 시에도 작동하나요?","'Go' 모델은 휴대성과 간편한 설치에 중점을 둔 제품으로, USB-C 케이블을 통한 상시 전원 연결이 필요하며 별도의 내장 배터리는 없습니다. 정전 시에는 작동이 중단됩니다. 정전 시에도 작동하는 모델을 원하시면 백업 배터리가 내장된 '울트라 허브 Pro' 모델을 추천합니다.","정하은"
"2024-08-29","에코 노트북 Pro4","기능/사용법","에코 노트북 Pro4의 디스플레이 화면 비율이 어떻게 되나요? 16:9 인가요?","에코 노트북 Pro4는 생산성 작업을 고려하여, 일반 16:9 비율보다 세로로 더 많은 정보를 보여주는 16:10 화면 비율을 채택했습니다. 웹서핑이나 문서 작업 시 스크롤을 줄여주어 더욱 쾌적합니다.","김민준"
"2024-08-28","AI 스피커 Z","호환성","AI 스피커 Z는 저희 집 와이파이 메시(Mesh) 공유기와 연결이 잘 될까요?","네, AI 스피커 Z는 와이파이 메시 환경을 완벽하게 지원합니다. 집안 어디에서나 가장 신호가 강한 AP(공유기)에 자동으로 연결되어 끊김 없이 안정적으로 음악을 스트리밍하거나 음성 명령을 수행할 수 있습니다.","이서연"
"2024-08-28","하이퍼 글래스 Lite10","기능/사용법","하이퍼 글래스 Lite10은 오디오 기능도 있나요?","네, 하이퍼 글래스 Lite10은 안경다리 부분에 초소형 스피커가 내장되어 있어, 귀를 막지 않는 오픈 이어 방식으로 음악을 듣거나 통화를 할 수 있습니다. 골전도 방식이 아니므로 진동이 느껴지지 않아 편안합니다.","박도윤"
"2024-08-27","하이퍼 이어폰","AS/교환/환불","하이퍼 이어폰의 소리가 좌우 밸런스가 맞지 않습니다. 한쪽이 더 커요.","먼저, 스마트폰의 '설정 > 접근성 > 청각 보조' 메뉴에서 좌우 소리 균형이 중앙으로 설정되어 있는지 확인해 주십시오. 기기 설정에 문제가 없다면, 이어폰 스피커 그릴에 이물질이 꼈을 수 있으니 부드러운 솔로 청소해 보시기 바랍니다. 그래도 해결되지 않으면 서비스 센터 점검이 필요합니다.","최지우"
"2024-08-27","하이퍼 공기청정기 Max","보안/기타","하이퍼 공기청정기 Max의 필터는 어디서 구매하고, 모델명은 무엇인가요?","저희 공식 온라인 스토어 및 지정된 온라인 마켓에서 구매하실 수 있습니다. '하이퍼 공기청정기 Max 전용 올인원 필터' 또는 필터 모델명 'HF-M13P'로 검색하시면 됩니다. 정품 필터를 사용하셔야 제품의 최대 성능과 수명을 보장받을 수 있습니다.","정하은"
"2024-08-26","울트라 노트북 Air","기능/사용법","울트라 노트북 Air의 SSD는 교체 가능한가요?","네, 가능합니다. 울트라 노트북 Air는 M.2 2280 규격의 NVMe SSD 슬롯 1개를 제공합니다. 하판을 개방하여 기존 SSD를 더 높은 용량의 제품으로 직접 교체하실 수 있습니다. (RAM은 온보드 방식이라 교체 불가합니다.)","김민준"
"2024-08-26","스마트 플랫폼 Air","기능/사용법","스마트 플랫폼 Air의 무료 버전은 사용 인원 제한이 있나요?","네, 스마트 플랫폼 Air의 무료 '개인' 플랜은 사용자 1인만 사용 가능하도록 제한되어 있습니다. 2인 이상의 팀원이 함께 사용해야 할 경우, 사용자 수에 따라 요금이 책정되는 '팀' 플랜 또는 '비즈니스' 플랜으로 업그레이드하셔야 합니다.","이서연"
"2024-08-25","고성능 마우스 Air4","AS/교환/환불","고성능 마우스 Air4의 스크롤 휠 버튼(휠클릭)이 잘 안 눌립니다.","휠클릭이 잘 안 되는 증상은 내부 택트 스위치의 고장일 수 있습니다. 저희 서비스센터에서 수리가 가능하며, 보증 기간(2년) 이내라면 무상으로 처리됩니다. 고객센터를 통해 AS 접수를 부탁드립니다.","박도윤"
"2024-08-25","울트라 로봇청소기 Z6","연결/설치","울트라 로봇청소기 Z6 앱에서 '기기가 오프라인입니다'라고 뜹니다.","로봇청소기가 오프라인으로 표시될 경우, 먼저 집 안의 와이파이 공유기가 정상적으로 작동하는지 확인해 주십시오. 그 다음, 로봇청소기 스테이션의 전원이 제대로 연결되어 있는지 확인 부탁드립니다. 문제가 없다면, 로봇청소기를 스테이션에 잠시 올려두었다가 다시 실행하면 대부분 자동으로 재연결됩니다.","최지우"
